ID_Venta,Fecha,Hora,Sucursal,Nombre_Producto,Categoría_Producto,Tamaño,Cantidad,Precio_Unitario,Total_Venta,Método_de_Compra,Método_de_Pago,Cliente_Miembro,Descuento_Miembro,Promoción_Aplicada,Empleado_Atendió,Turno,Demora_Preparación_Min,Satisfacción_Cliente,Stock_Antes,Stock_Después
VTA03536,2025-01-21,14:38,Calle San Lorenzo 47,Croissant de Manteca,Bakery,,5,903.88,4519.4,Take Away,Efectivo,Sí,10,Ninguna,Florencia,Tarde,5.0,3,48,43
VTA03537,2025-03-15,11:13,Calle San Lorenzo 47,Caramel Frappuccino,Frappuccino,Grande,1,1797.58,1797.58,Delivery,Efectivo,Sí,10,Ninguna,Camila,Noche,6.5,1,40,39
VTA03538,2025-03-02,08:08,Avenida Colón 608,Skinny Vainilla Latte,Bebida Espresso Caliente,Tall,2,1540.72,3081.44,Take Away,Efectivo,Sí,10,2x1,Florencia,Mañana,4.1,4,17,15
VTA03539,2025-04-12,17:24,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Tall,1,1747.37,1747.37,Delivery,Efectivo,Sí,10,Ninguna,Sofía,Noche,5.8,2,17,16
VTA03540,2025-03-20,18:13,Córdoba Shopping,Té Verde en Hebras,Té,,3,1904.45,5713.35,En tienda,App,Sí,10,Ninguna,Florencia,Tarde,9.6,1,40,37
VTA03541,2025-01-27,13:22,Córdoba Shopping,Caramel Frappuccino,Frappuccino,Grande,5,1770.51,8852.55,Take Away,App,No,0,Happy Hour,Julián,Mañana,4.4,2,19,14
VTA03542,2025-03-25,16:07,Avenida Colón 608,Té Verde,Té Caliente,,4,1264.58,5058.32,Take Away,Tarjeta,Sí,15,2x1,Marcos,Noche,8.2,1,39,35
VTA03543,2025-01-20,13:45,Córdoba Shopping,Mix de Frutos Secos,Snacks,,4,975.96,3903.84,Delivery,App,Sí,0,Ninguna,Camila,Noche,8.6,3,27,23
VTA03544,2025-01-19,10:27,Córdoba Shopping,Café del Día con Leche,Bebida Espresso Caliente,Pequeño,4,1580.85,6323.4,Delivery,Efectivo,Sí,15,Combo,Sofía,Mañana,9.0,2,27,23
VTA03545,2025-02-13,12:16,"San Lorenzo 25, Nueva Córdoba",Cold Brew,Bebida Espresso Helada,Venti,1,1439.58,1439.58,En tienda,App,Sí,10,Combo,Luis,Tarde,6.4,2,43,42
VTA03546,2025-03-30,10:16,Avenida Colón 608,Té Verde en Hebras,Té,,2,1957.2,3914.4,En tienda,App,Sí,0,2x1,Julián,Mañana,11.3,2,24,22
VTA03547,2025-03-18,07:56,"San Lorenzo 25, Nueva Córdoba",Termo Reutilizable,Merchandising,,2,3210.99,6421.98,Take Away,App,Sí,0,Happy Hour,Marcos,Tarde,5.9,3,29,27
VTA03548,2025-02-24,12:34,Córdoba Shopping,Moneda de Chocolate,Snacks,,3,720.72,2162.16,Delivery,App,Sí,10,Ninguna,Luis,Mañana,4.1,1,23,20
VTA03549,2025-01-18,08:19,Avenida Colón 608,Té Verde en Hebras,Té,,3,1925.26,5775.78,Delivery,Efectivo,No,0,Ninguna,Sofía,Noche,5.6,4,23,20
VTA03550,2025-03-01,16:45,Avenida Colón 608,Té Verde,Té Caliente,,3,1108.5,3325.5,Take Away,Efectivo,Sí,10,Happy Hour,Marcos,Mañana,11.6,2,14,11
VTA03551,2025-01-11,08:58,Calle San Lorenzo 47,Mix de Frutos Secos,Snacks,,5,1038.52,5192.6,Delivery,App,No,0,2x1,Florencia,Noche,9.1,5,48,43
VTA03552,2025-01-16,18:15,Avenida Colón 608,Té Verde,Té Caliente,,1,1246.55,1246.55,En tienda,App,No,0,Ninguna,Florencia,Mañana,5.3,2,50,49
VTA03553,2025-01-27,10:13,"San Lorenzo 25, Nueva Córdoba",Moneda de Chocolate,Snacks,,4,892.13,3568.52,Take Away,App,No,0,Happy Hour,Luis,Mañana,8.0,4,43,39
VTA03554,2025-02-25,15:01,"San Lorenzo 25, Nueva Córdoba",Moneda de Chocolate,Snacks,,1,1248.52,1248.52,Take Away,Efectivo,Sí,0,Combo,Florencia,Mañana,13.6,1,50,49
VTA03555,2025-03-18,11:11,Calle San Lorenzo 47,Vainilla Latte Helado,Bebida Espresso Helada,Venti,5,1392.59,6962.95,En tienda,Tarjeta,Sí,15,Combo,Florencia,Noche,9.3,2,20,15
VTA03556,2025-02-08,16:21,Calle San Lorenzo 47,Té Helado de Hibiscus,Té Helado,,5,1613.69,8068.45,Take Away,Efectivo,Sí,15,Happy Hour,Sofía,Mañana,10.6,3,19,14
VTA03557,2025-01-01,10:05,Calle San Lorenzo 47,Té Verde en Hebras,Té,,5,2114.04,10570.2,Delivery,App,No,0,2x1,Sofía,Tarde,3.3,5,45,40
VTA03558,2025-03-22,17:39,"San Lorenzo 25, Nueva Córdoba",House Blend,Café en Granos,,3,2259.55,6778.65,Take Away,Efectivo,Sí,10,Ninguna,Sofía,Tarde,7.6,3,49,46
VTA03559,2025-03-13,13:48,Calle San Lorenzo 47,Té Verde,Té Caliente,,5,1500.47,7502.35,Take Away,Efectivo,Sí,10,Happy Hour,Julián,Noche,4.8,3,10,5
VTA03560,2025-02-26,17:19,Avenida Colón 608,House Blend,Café en Granos,,3,2154.84,6464.52,Delivery,Efectivo,Sí,0,Combo,Luis,Mañana,10.4,5,29,26
VTA03561,2025-03-16,17:50,"San Lorenzo 25, Nueva Córdoba",Té Helado de Hibiscus,Té Helado,,3,1657.63,4972.89,Take Away,App,No,0,Ninguna,Luis,Mañana,10.6,1,38,35
VTA03562,2025-01-14,09:23,"San Lorenzo 25, Nueva Córdoba",Té Verde,Té Caliente,,1,1389.7,1389.7,En tienda,Tarjeta,No,0,2x1,Camila,Tarde,6.7,1,41,40
VTA03563,2025-02-22,11:30,Calle San Lorenzo 47,Croissant Relleno con Crema de Avellanas,Bakery,,1,1323.56,1323.56,Delivery,App,Sí,10,2x1,Luis,Noche,7.2,2,11,10
VTA03564,2025-01-24,09:54,Córdoba Shopping,Latte Helado,Bebida Espresso Helada,Venti,3,1836.72,5510.16,Take Away,App,No,0,Happy Hour,Camila,Mañana,9.3,3,24,21
VTA03565,2025-02-17,20:14,Avenida Colón 608,Croissant de Manteca,Bakery,,5,907.07,4535.35,En tienda,Tarjeta,Sí,10,Combo,Julián,Tarde,13.1,1,27,22
VTA03566,2025-01-19,16:36,"San Lorenzo 25, Nueva Córdoba",Termo Reutilizable,Merchandising,,4,2793.43,11173.72,En tienda,Efectivo,No,0,Ninguna,Marcos,Noche,13.7,2,42,38
VTA03567,2025-02-28,12:15,Córdoba Shopping,Cookie con Chips de Chocolate,Bakery,,4,1490.66,5962.64,Take Away,Tarjeta,No,0,2x1,Julián,Noche,13.8,4,34,30
VTA03568,2025-04-07,17:32,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Grande,5,1515.5,7577.5,En tienda,Tarjeta,No,0,2x1,Sofía,Mañana,7.7,4,13,8
VTA03569,2025-01-18,16:45,"San Lorenzo 25, Nueva Córdoba",Espresso Roast,Café en Granos,,3,2963.17,8889.51,En tienda,App,No,0,Happy Hour,Luis,Noche,6.7,2,29,26
VTA03570,2025-04-16,10:23,Calle San Lorenzo 47,Caramel Frappuccino,Frappuccino,Pequeño,2,2017.06,4034.12,Take Away,App,No,0,2x1,Sofía,Tarde,11.9,5,48,46
VTA03571,2025-02-17,13:18,"San Lorenzo 25, Nueva Córdoba",Croissant de Manteca,Bakery,,4,1388.62,5554.48,Delivery,Efectivo,Sí,0,Happy Hour,Julián,Tarde,6.0,1,32,28
VTA03572,2025-03-11,17:17,Avenida Colón 608,Skinny Vainilla Latte,Bebida Espresso Caliente,Pequeño,2,1569.27,3138.54,Take Away,Efectivo,Sí,0,2x1,Camila,Noche,2.5,4,13,11
VTA03573,2025-03-13,10:34,"San Lorenzo 25, Nueva Córdoba",Té Verde,Té Caliente,,1,1040.37,1040.37,Delivery,Efectivo,Sí,15,Combo,Julián,Mañana,6.3,1,16,15
VTA03574,2025-03-15,15:39,Córdoba Shopping,Espresso Roast,Café en Granos,,5,2218.78,11093.9,Take Away,App,No,0,Combo,Florencia,Noche,4.9,5,26,21
VTA03575,2025-02-10,16:53,Calle San Lorenzo 47,Wrap de Pollo y Vegetales,Sándwiches,,3,1973.72,5921.16,En tienda,Efectivo,Sí,15,Happy Hour,Camila,Noche,14.0,5,26,23
VTA03576,2025-03-22,20:10,Calle San Lorenzo 47,Caramel Frappuccino,Frappuccino,Venti,4,1826.01,7304.04,Take Away,Tarjeta,Sí,0,2x1,Luis,Mañana,9.6,5,33,29
VTA03577,2025-01-09,17:21,Córdoba Shopping,Bagel Sandwich,Sándwiches,,3,1780.4,5341.2,Delivery,App,Sí,10,Combo,Luis,Mañana,6.2,3,14,11
VTA03578,2025-02-10,10:53,Calle San Lorenzo 47,Latte,Bebida Espresso Caliente,Tall,5,1722.23,8611.15,Delivery,Efectivo,No,0,Ninguna,Luis,Noche,5.3,2,15,10
VTA03579,2025-01-22,11:01,"San Lorenzo 25, Nueva Córdoba",Wrap de Pollo y Vegetales,Sándwiches,,4,1645.56,6582.24,Take Away,Tarjeta,No,0,Combo,Camila,Tarde,5.6,3,11,7
VTA03580,2025-01-15,13:05,"San Lorenzo 25, Nueva Córdoba",Té Helado de Hibiscus,Té Helado,,5,1585.83,7929.15,Take Away,Efectivo,No,0,2x1,Florencia,Noche,3.3,3,43,38
VTA03581,2025-01-09,13:09,Calle San Lorenzo 47,Flat White,Bebida Espresso Caliente,Venti,2,1203.08,2406.16,Delivery,Efectivo,No,0,Ninguna,Camila,Mañana,4.1,5,48,46
VTA03582,2025-01-15,08:23,"San Lorenzo 25, Nueva Córdoba",Budín de Limón,Bakery,,5,1372.0,6860.0,Delivery,App,No,0,Happy Hour,Julián,Tarde,6.6,4,10,5
VTA03583,2025-02-24,16:58,Córdoba Shopping,Croissant Relleno con Crema de Avellanas,Bakery,,3,1078.49,3235.47,Take Away,App,Sí,10,Ninguna,Julián,Noche,8.4,4,30,27
VTA03584,2025-02-16,10:44,Córdoba Shopping,Té Chai Latte,Té Caliente,,5,1333.75,6668.75,Delivery,Tarjeta,No,0,2x1,Luis,Mañana,9.2,3,14,9
VTA03585,2025-04-01,07:39,Calle San Lorenzo 47,Vainilla Latte Helado,Bebida Espresso Helada,Grande,5,1799.3,8996.5,En tienda,Tarjeta,No,0,Combo,Marcos,Noche,9.5,4,20,15
VTA03586,2025-02-25,13:19,Córdoba Shopping,Latte Helado,Bebida Espresso Helada,Venti,4,1526.93,6107.72,Delivery,Efectivo,No,0,Happy Hour,Sofía,Tarde,11.4,1,13,9
VTA03587,2025-03-24,07:41,Calle San Lorenzo 47,Wrap de Pollo y Vegetales,Sándwiches,,5,1713.53,8567.65,En tienda,Efectivo,No,0,Happy Hour,Florencia,Mañana,7.9,3,38,33
VTA03588,2025-02-15,10:32,Córdoba Shopping,Caramel Frappuccino,Frappuccino,Tall,5,1953.4,9767.0,En tienda,Efectivo,No,0,Happy Hour,Marcos,Mañana,4.3,3,33,28
VTA03589,2025-03-26,07:58,"San Lorenzo 25, Nueva Córdoba",Latte Macchiato,Bebida Espresso Caliente,Venti,2,1310.73,2621.46,Take Away,App,No,0,2x1,Julián,Noche,10.8,2,40,38
VTA03590,2025-03-08,16:27,"San Lorenzo 25, Nueva Córdoba",Té Verde,Té Caliente,,3,1113.96,3341.88,En tienda,Efectivo,No,0,Ninguna,Luis,Tarde,13.2,2,38,35
VTA03591,2025-01-17,16:33,Córdoba Shopping,Skinny Vainilla Latte Helado,Bebida Espresso Helada,Venti,4,1547.3,6189.2,En tienda,App,Sí,15,Happy Hour,Julián,Noche,9.5,1,21,17
VTA03592,2025-03-05,13:04,Córdoba Shopping,Flat White,Bebida Espresso Caliente,Pequeño,4,1736.45,6945.8,Take Away,Tarjeta,No,0,Happy Hour,Sofía,Noche,13.9,2,43,39
VTA03593,2025-02-20,11:30,Córdoba Shopping,Té Verde en Hebras,Té,,1,1815.76,1815.76,Take Away,Tarjeta,Sí,0,Happy Hour,Camila,Tarde,14.4,3,25,24
VTA03594,2025-04-07,13:08,Córdoba Shopping,Caramel Frappuccino,Frappuccino,Pequeño,4,1507.83,6031.32,En tienda,Tarjeta,Sí,10,Ninguna,Marcos,Mañana,9.2,1,32,28
VTA03595,2025-03-02,11:13,Avenida Colón 608,Té Helado de Hibiscus,Té Helado,,3,1683.74,5051.22,Delivery,Tarjeta,No,0,Happy Hour,Camila,Noche,10.4,4,50,47
VTA03596,2025-02-06,13:25,Córdoba Shopping,Taza Edición Especial,Merchandising,,2,3327.98,6655.96,Delivery,Tarjeta,No,0,Happy Hour,Sofía,Noche,5.7,2,32,30
VTA03597,2025-01-07,20:19,Córdoba Shopping,Latte Helado,Bebida Espresso Helada,Tall,1,1550.2,1550.2,En tienda,Tarjeta,No,0,Combo,Camila,Tarde,4.3,4,30,29
VTA03598,2025-04-07,11:24,Avenida Colón 608,Bagel Sandwich,Sándwiches,,2,1560.47,3120.94,Delivery,Tarjeta,No,0,Combo,Florencia,Noche,11.8,3,17,15
VTA03599,2025-01-08,10:57,Avenida Colón 608,Taza Edición Especial,Merchandising,,1,2922.93,2922.93,Take Away,Efectivo,No,0,Combo,Marcos,Tarde,13.3,4,49,48
VTA03600,2025-04-10,16:22,Avenida Colón 608,Té Helado de Hibiscus,Té Helado,,2,1104.0,2208.0,Take Away,Efectivo,Sí,15,Combo,Marcos,Tarde,12.3,5,33,31
VTA03601,2025-03-29,16:17,Calle San Lorenzo 47,Caramel Frappuccino,Frappuccino,Grande,2,1818.1,3636.2,Delivery,Tarjeta,No,0,Ninguna,Sofía,Noche,7.9,5,17,15
VTA03602,2025-01-26,17:03,Avenida Colón 608,Cookie con Chips de Chocolate,Bakery,,2,981.43,1962.86,Take Away,App,No,0,Combo,Marcos,Tarde,9.9,1,31,29
VTA03603,2025-03-22,16:51,"San Lorenzo 25, Nueva Córdoba",Bagel Sandwich,Sándwiches,,3,1981.64,5944.92,En tienda,Tarjeta,No,0,2x1,Sofía,Noche,9.2,5,21,18
VTA03604,2025-03-24,14:25,"San Lorenzo 25, Nueva Córdoba",Té Verde,Té Caliente,,3,1215.24,3645.72,En tienda,App,Sí,10,Ninguna,Julián,Tarde,2.3,5,32,29
VTA03605,2025-02-16,13:40,"San Lorenzo 25, Nueva Córdoba",Mix de Frutos Secos,Snacks,,5,1273.16,6365.8,Take Away,Tarjeta,No,0,Happy Hour,Luis,Mañana,3.3,4,19,14
VTA03606,2025-03-11,11:20,Avenida Colón 608,Té Verde en Hebras,Té,,4,1714.77,6859.08,Take Away,App,No,0,Ninguna,Julián,Mañana,5.8,3,44,40
VTA03607,2025-02-12,08:36,Córdoba Shopping,Skinny Vainilla Latte Helado,Bebida Espresso Helada,Tall,3,1698.79,5096.37,Delivery,App,Sí,0,Ninguna,Sofía,Mañana,9.6,1,39,36
VTA03608,2025-04-02,16:53,"San Lorenzo 25, Nueva Córdoba",House Blend,Café en Granos,,5,2099.25,10496.25,Take Away,Efectivo,Sí,0,Happy Hour,Marcos,Tarde,8.8,3,46,41
VTA03609,2025-03-03,16:03,Avenida Colón 608,Té Verde,Té Caliente,,3,1401.36,4204.08,En tienda,Efectivo,Sí,0,Combo,Camila,Noche,12.8,3,27,24
VTA03610,2025-02-26,10:46,Avenida Colón 608,Espresso Roast,Café en Granos,,3,2852.92,8558.76,Take Away,Tarjeta,Sí,15,2x1,Julián,Mañana,11.3,5,25,22
VTA03611,2025-01-22,13:05,Avenida Colón 608,Mix de Frutos Secos,Snacks,,4,982.97,3931.88,En tienda,Tarjeta,Sí,10,Happy Hour,Marcos,Tarde,11.6,3,38,34
VTA03612,2025-01-05,10:04,Córdoba Shopping,Mix de Frutos Secos,Snacks,,2,786.17,1572.34,Take Away,Tarjeta,No,0,Combo,Camila,Mañana,14.2,5,42,40
VTA03613,2025-04-07,13:44,Calle San Lorenzo 47,Vainilla Latte,Bebida Espresso Caliente,Tall,3,1420.54,4261.62,Take Away,Efectivo,No,0,Happy Hour,Sofía,Tarde,12.8,5,20,17
VTA03614,2025-01-14,15:27,"San Lorenzo 25, Nueva Córdoba",Taza Edición Especial,Merchandising,,2,3443.87,6887.74,En tienda,App,Sí,0,Combo,Julián,Tarde,8.9,3,41,39
VTA03615,2025-01-31,10:37,Avenida Colón 608,Té Chai Latte,Té Caliente,,3,1301.23,3903.69,En tienda,App,Sí,15,Combo,Sofía,Tarde,9.7,5,13,10
VTA03616,2025-02-27,11:10,Córdoba Shopping,Fosforito de Jamón y Queso,Sándwiches,,2,1673.59,3347.18,Delivery,Efectivo,Sí,0,Ninguna,Luis,Noche,10.9,3,12,10
VTA03617,2025-01-07,13:30,Córdoba Shopping,Muffin de Arándanos,Bakery,,4,1405.61,5622.44,Take Away,Efectivo,No,0,Ninguna,Marcos,Noche,4.4,2,11,7
VTA03618,2025-04-06,07:01,"San Lorenzo 25, Nueva Córdoba",Fosforito de Jamón y Queso,Sándwiches,,5,1428.35,7141.75,Delivery,Tarjeta,Sí,0,Happy Hour,Julián,Mañana,7.5,3,45,40
VTA03619,2025-03-20,07:24,Calle San Lorenzo 47,Té Verde,Té Caliente,,5,1390.99,6954.95,En tienda,Efectivo,No,0,2x1,Camila,Mañana,6.4,2,30,25
VTA03620,2025-03-20,20:43,Avenida Colón 608,Moneda de Chocolate,Snacks,,4,865.14,3460.56,En tienda,Tarjeta,No,0,2x1,Sofía,Mañana,14.0,4,12,8
VTA03621,2025-03-16,18:24,Avenida Colón 608,Termo Reutilizable,Merchandising,,4,2599.75,10399.0,Delivery,App,No,0,Ninguna,Florencia,Noche,9.4,4,24,20
VTA03622,2025-01-24,08:52,"San Lorenzo 25, Nueva Córdoba",Té Chai Latte,Té Caliente,,5,1291.26,6456.3,Take Away,App,No,0,Happy Hour,Florencia,Noche,7.7,3,46,41
VTA03623,2025-02-24,09:04,Calle San Lorenzo 47,Té Helado de Hibiscus,Té Helado,,4,1523.48,6093.92,Delivery,Efectivo,No,0,Happy Hour,Florencia,Tarde,12.0,2,47,43
VTA03624,2025-01-05,17:21,Avenida Colón 608,Espresso Roast,Café en Granos,,3,2414.91,7244.73,Take Away,Efectivo,No,0,Combo,Sofía,Noche,7.6,2,24,21
VTA03625,2025-03-02,10:58,Córdoba Shopping,Latte Macchiato,Bebida Espresso Caliente,Venti,1,1724.96,1724.96,Take Away,Efectivo,Sí,15,Happy Hour,Luis,Noche,13.6,4,38,37
VTA03626,2025-03-25,15:28,Avenida Colón 608,Vainilla Latte Helado,Bebida Espresso Helada,Pequeño,3,1645.32,4935.96,Take Away,Tarjeta,No,0,Ninguna,Camila,Tarde,9.2,2,42,39
VTA03627,2025-02-03,16:00,"San Lorenzo 25, Nueva Córdoba",Fosforito de Jamón y Queso,Sándwiches,,5,1884.57,9422.85,Take Away,Tarjeta,Sí,10,Combo,Luis,Tarde,10.7,2,42,37
VTA03628,2025-01-12,12:53,"San Lorenzo 25, Nueva Córdoba",Té Helado de Hibiscus,Té Helado,,1,1593.06,1593.06,Take Away,App,Sí,15,Ninguna,Marcos,Tarde,4.2,2,14,13
VTA03629,2025-02-23,19:09,"San Lorenzo 25, Nueva Córdoba",Caramel Frappuccino,Frappuccino,Tall,3,1634.86,4904.58,Take Away,Tarjeta,Sí,0,Ninguna,Julián,Tarde,2.6,4,44,41
VTA03630,2025-03-05,18:57,Córdoba Shopping,Té Helado de Hibiscus,Té Helado,,4,1205.19,4820.76,Take Away,Tarjeta,No,0,Combo,Julián,Noche,14.7,2,31,27
VTA03631,2025-01-16,17:12,"San Lorenzo 25, Nueva Córdoba",Té Helado de Hibiscus,Té Helado,,3,1119.76,3359.28,Delivery,Tarjeta,No,0,Happy Hour,Luis,Mañana,7.1,5,14,11
VTA03632,2025-03-25,15:17,Calle San Lorenzo 47,Té Helado de Hibiscus,Té Helado,,1,1304.8,1304.8,Delivery,App,Sí,10,Combo,Julián,Noche,2.2,3,16,15
VTA03633,2025-01-20,16:26,"San Lorenzo 25, Nueva Córdoba",House Blend,Café en Granos,,2,2842.36,5684.72,Delivery,Efectivo,No,0,Ninguna,Camila,Noche,7.8,4,38,36
VTA03634,2025-01-04,18:05,Avenida Colón 608,Budín de Limón,Bakery,,3,1251.01,3753.03,Take Away,Efectivo,No,0,Combo,Julián,Mañana,3.5,1,28,25
VTA03635,2025-01-14,18:15,Calle San Lorenzo 47,Taza Edición Especial,Merchandising,,2,2988.79,5977.58,Delivery,App,Sí,15,Ninguna,Camila,Tarde,3.0,2,20,18
VTA03636,2025-01-13,16:57,Córdoba Shopping,Caramel Frappuccino,Frappuccino,Pequeño,4,1623.95,6495.8,Delivery,Tarjeta,No,0,2x1,Marcos,Tarde,9.1,3,22,18
VTA03637,2025-01-24,20:30,Calle San Lorenzo 47,Espresso Roast,Café en Granos,,5,2057.48,10287.4,En tienda,App,Sí,10,Happy Hour,Julián,Mañana,10.5,2,23,18
VTA03638,2025-03-18,19:38,Córdoba Shopping,Mix de Frutos Secos,Snacks,,2,718.59,1437.18,En tienda,Tarjeta,Sí,0,2x1,Luis,Tarde,13.9,4,10,8
VTA03639,2025-02-19,19:21,"San Lorenzo 25, Nueva Córdoba",Espresso Roast,Café en Granos,,5,2183.13,10915.65,Take Away,App,Sí,10,Ninguna,Florencia,Mañana,3.6,4,12,7
VTA03640,2025-04-04,10:36,Córdoba Shopping,Wrap de Pollo y Vegetales,Sándwiches,,5,1936.4,9682.0,Delivery,Efectivo,Sí,0,Ninguna,Marcos,Mañana,14.6,4,32,27
VTA03641,2025-03-29,15:30,Calle San Lorenzo 47,Cappuccino,Bebida Espresso Caliente,Venti,4,1745.3,6981.2,Take Away,App,No,0,2x1,Marcos,Tarde,11.1,4,43,39
VTA03642,2025-01-01,15:05,Calle San Lorenzo 47,Moneda de Chocolate,Snacks,,1,1021.71,1021.71,En tienda,Tarjeta,No,0,Combo,Luis,Noche,7.6,5,43,42
VTA03643,2025-02-26,14:00,Calle San Lorenzo 47,Termo Reutilizable,Merchandising,,5,2731.34,13656.7,En tienda,Efectivo,No,0,Combo,Camila,Tarde,3.2,1,21,16
VTA03644,2025-04-05,12:36,"San Lorenzo 25, Nueva Córdoba",Mix de Frutos Secos,Snacks,,3,1174.47,3523.41,Delivery,Tarjeta,No,0,Combo,Camila,Noche,13.2,5,48,45
VTA03645,2025-03-29,17:39,Avenida Colón 608,Termo Reutilizable,Merchandising,,5,3020.19,15100.95,En tienda,Tarjeta,Sí,15,Ninguna,Julián,Mañana,11.5,3,41,36
VTA03646,2025-03-08,17:50,Córdoba Shopping,Té Chai Latte,Té Caliente,,4,1228.45,4913.8,En tienda,App,Sí,0,Combo,Marcos,Tarde,3.5,2,39,35
VTA03647,2025-04-14,12:20,Calle San Lorenzo 47,Mocha,Bebida Espresso Caliente,Grande,2,1455.69,2911.38,Take Away,Efectivo,Sí,0,2x1,Marcos,Noche,7.5,4,42,40
VTA03648,2025-04-17,11:57,Córdoba Shopping,Croissant Relleno con Crema de Avellanas,Bakery,,3,1133.09,3399.27,Take Away,Tarjeta,Sí,10,Combo,Julián,Noche,10.3,3,39,36
VTA03649,2025-03-26,11:47,Avenida Colón 608,Muffin de Arándanos,Bakery,,3,1239.61,3718.83,Delivery,Efectivo,Sí,0,Ninguna,Sofía,Tarde,6.9,5,35,32
VTA03650,2025-03-13,20:02,Calle San Lorenzo 47,Mocha,Bebida Espresso Caliente,Pequeño,3,1522.47,4567.41,Take Away,Tarjeta,No,0,Happy Hour,Luis,Mañana,12.3,5,50,47
VTA03651,2025-02-02,08:49,Calle San Lorenzo 47,Moneda de Chocolate,Snacks,,5,930.35,4651.75,Take Away,Tarjeta,Sí,15,Happy Hour,Julián,Mañana,12.2,3,46,41
VTA03652,2025-01-25,17:17,"San Lorenzo 25, Nueva Córdoba",Vainilla Latte Helado,Bebida Espresso Helada,Venti,2,1699.4,3398.8,En tienda,Tarjeta,No,0,2x1,Julián,Tarde,7.4,2,31,29
VTA03653,2025-03-22,11:12,Córdoba Shopping,Espresso Roast,Café en Granos,,5,2970.89,14854.45,Take Away,Efectivo,No,0,Happy Hour,Marcos,Mañana,14.6,5,29,24
VTA03654,2025-01-18,19:52,"San Lorenzo 25, Nueva Córdoba",Moneda de Chocolate,Snacks,,3,873.49,2620.47,En tienda,Tarjeta,No,0,2x1,Julián,Noche,2.1,2,34,31
VTA03655,2025-01-15,20:16,Avenida Colón 608,Croissant de Manteca,Bakery,,1,1307.71,1307.71,En tienda,Tarjeta,Sí,10,2x1,Julián,Noche,12.4,2,25,24
VTA03656,2025-02-10,19:01,Calle San Lorenzo 47,Moneda de Chocolate,Snacks,,1,948.72,948.72,En tienda,Tarjeta,Sí,0,Happy Hour,Florencia,Tarde,4.8,1,12,11
VTA03657,2025-02-03,20:48,Córdoba Shopping,Skinny Vainilla Latte Helado,Bebida Espresso Helada,Venti,4,1760.57,7042.28,Take Away,Tarjeta,No,0,Happy Hour,Camila,Tarde,8.1,2,12,8
VTA03658,2025-04-08,14:37,Calle San Lorenzo 47,Moneda de Chocolate,Snacks,,4,966.59,3866.36,En tienda,App,Sí,15,Happy Hour,Julián,Noche,9.0,3,32,28
VTA03659,2025-03-03,14:50,Avenida Colón 608,Mocha Blanco,Bebida Espresso Caliente,Grande,5,1482.41,7412.05,Take Away,Tarjeta,No,0,Ninguna,Julián,Noche,8.4,3,50,45
VTA03660,2025-01-04,19:28,Córdoba Shopping,Té Verde,Té Caliente,,3,1059.76,3179.28,Delivery,Tarjeta,No,0,Ninguna,Luis,Tarde,6.2,2,12,9
VTA03661,2025-03-02,17:45,Córdoba Shopping,Americano Helado,Bebida Espresso Helada,Pequeño,4,1390.69,5562.76,En tienda,Tarjeta,Sí,15,Happy Hour,Luis,Mañana,4.0,2,32,28
VTA03662,2025-01-01,17:27,Calle San Lorenzo 47,Fosforito de Jamón y Queso,Sándwiches,,1,1923.42,1923.42,Take Away,Efectivo,No,0,Combo,Camila,Tarde,14.3,2,34,33
VTA03663,2025-01-19,08:54,Calle San Lorenzo 47,Wrap de Pollo y Vegetales,Sándwiches,,5,1440.32,7201.6,En tienda,Tarjeta,Sí,0,Combo,Julián,Mañana,2.8,4,27,22
VTA03664,2025-04-02,12:34,"San Lorenzo 25, Nueva Córdoba",Té Verde,Té Caliente,,2,1158.52,2317.04,Delivery,App,No,0,2x1,Sofía,Mañana,14.7,5,50,48
VTA03665,2025-04-09,07:59,Calle San Lorenzo 47,Té Chai Latte,Té Caliente,,3,1056.24,3168.72,En tienda,Tarjeta,Sí,15,Combo,Julián,Mañana,5.5,5,13,10
VTA03666,2025-02-19,16:27,Calle San Lorenzo 47,Té Verde en Hebras,Té,,1,1862.83,1862.83,Take Away,Tarjeta,No,0,2x1,Luis,Mañana,7.6,2,27,26
VTA03667,2025-01-21,12:22,Avenida Colón 608,Té Helado de Hibiscus,Té Helado,,1,1138.14,1138.14,Take Away,Efectivo,Sí,15,Combo,Camila,Mañana,11.0,2,10,9
VTA03668,2025-04-15,08:01,"San Lorenzo 25, Nueva Córdoba",Croissant Relleno con Crema de Avellanas,Bakery,,4,1114.52,4458.08,En tienda,Tarjeta,No,0,Combo,Marcos,Noche,14.9,2,29,25
VTA03669,2025-02-01,20:41,Calle San Lorenzo 47,Taza Edición Especial,Merchandising,,3,2926.28,8778.84,En tienda,App,Sí,10,Combo,Camila,Noche,14.3,5,23,20
VTA03670,2025-04-17,20:25,"San Lorenzo 25, Nueva Córdoba",Espresso Roast,Café en Granos,,4,2940.24,11760.96,Delivery,Tarjeta,No,0,Happy Hour,Marcos,Mañana,12.5,5,10,6
